text,label_class,label
请问得了膀胱气痛完全治愈要多久,治疗时间,11
孕周，空腹血糖5.28，第一次检测,临床表现(病症表现),3
外痔是怎么治疗的？微创手术好吗？你们医院有吗？,其他,12
心绞痛可以吃猪芯吗,禁忌,9
你好我打不了胰岛素怎么办。有好的口服药降血糖的吗？,其他,12
痔疮是怎么引起的？,病因,1
如果得了小儿动脉肝脏发育异常综合征会传染给其他人吗？,传染性,7
硫酸软骨素可以治疗膝关节、心绞痛、心肌梗死病么？主要功效是什么？,其他,12
我想咨询一下非淋性尿道炎吃什么药最好?,治疗方法,5
有没有人知道在深圳哪个药房才可以买到益肾蠲痹丸这个药物呢？,其他,12
宫颈息肉能否治好,治愈率,8
头痛头晕失眠怎么回事？现在已经四个半月了，最近开始头疼的厉害，晚上睡觉也失眠。,临床表现(病症表现),3
脑炎后偶尔会晕厥，我的这种情况，什么药物比较适合,治疗方法,5
伸筋片和硫酸氨基葡萄糖片吃吗,其他,12
因感冒引起的咳嗽，干咳，应该吃什么，能不能吃消炎药,治疗方法,5
1岁宝宝能不能擦麝香祛风湿油？会对宝宝有不好的影响不！,其他,12
宝妈们怀孕两个月都吃的什么有营养的食物呢？想来学习一下大家的方法。,其他,12
l六岁女孩肚子疼怎么办,治疗方法,5
"你好,医生说失眠烦躁,该不该吃解郁安神颗粒?",治疗方法,5
医生您好，我想问下每天使用女性私密洗护液清洗私处行不行？,其他,12
没有不洁性生活为何会有尖锐湿疣？现在外阴痒，摸着不光滑，有小疙瘩。,临床表现(病症表现),3
腹泻反复发作,治疗方法,5
想找一种稳定有效的方法来治疗我这个病。平常经常的咳嗽有痰,治疗方法,5
我妈生我的时候是因为药物所致的心脏病，小的时候就做手术好了，我想问这会有什么后遗症或者会遗传吗，影响生孩子吗,相关病症,4
你好董医生我右脚234跖骨骨折有五个月还有一些没长好是怎么回事的,临床表现(病症表现),3
请教一下餐后血糖过低症看什么医生,所属科室,6
已经怀孕5个月的时候腿抽筋了是怎么回事呢？我每天都要吃两次钙片的呀！,病因,1
成人斯蒂尔病要检查啥项目？,化验/体检方案,10
我大姨妈过去半个月又来了，而且很多,临床表现(病症表现),3
请问得了颜面复发性皮炎有什么伴随,相关病症,4
我骨折后，脚一直很肿，怎么消肿。片子为脚骷骨折。,临床表现(病症表现),3
冒昧问一下弱精治愈比例,治愈率,8
颞动脉炎要看什么科,所属科室,6
怎么治疗脑栓塞,治疗方法,5
三联，气短，心慌，心烦，倦怠无力！我是个性格开朗的女人，现在在床上养病呢？,临床表现(病症表现),3
冒昧问一下妊娠合并子宫肌瘤有什么一并出现,相关病症,4
胃痛怎么缓解啊？？,治疗方法,5
外阴系带长了肉芽，网上有的说是湿疣有的说是炎症引起的，我想知道是哪种？,临床表现(病症表现),3
要吃什么药物还可以缓解病情呀？或者减低不良反应都好呀，我真的好痛苦的，特别是呕吐呀,治疗方法,5
爬山或爬楼梯，走路太急就感觉呼吸困难，气不够用，体检单上说是呼吸系统轻微损失，到底是怎么回事,定义,0
右腿从膝盖一下凉不疼蹲下或压着一会会发麻,临床表现(病症表现),3
请问专家，小孩打生长激素，水剂，粉剂那种好,其他,12
怎么治疗姿态性腰腿痛,治疗方法,5
请问碳酸钙维D3元素片是哪里生产的？,其他,12
我服用了养血清脑颗粒，尿特别多，大夫这是怎么回事,病因,1
背部长了很多汗斑有什么平时可以保养的方法？,治疗方法,5
"要治好变异型心绞痛.有没有什么特效药,硝苯地平片可以吗?",治疗方法,5
心脏增大，呼吸困难，肺部感染，伴有反复发烧,病因,1
我经常在夜总会上班，所以不小心得了尖锐湿疣这个病，刚查出来大概能有两周多吧，不知道这个病能不能治愈啊？请问谁知道麻烦告诉告诉我。,治愈率,8
我有糖尿病3年了，其它药物效果都不大，玉兰降糖胶囊好吗？会不会是假药呢？,其他,12
请教一下肺炎可以治好吗,治愈率,8
失认症要做什么检查?,化验/体检方案,10
咳嗽打嗝，咳嗽急时压这一口气出不来，憋的特别难受，需要慢慢呼吸换解，过后就不停的打嗝好多次，憋的胸疼，头晕的,治疗方法,5
心肌梗死的症状是什么？,临床表现(病症表现),3
孕妇怀孕两个月头疼怎么办？我才怀孕两个月，最近一直觉得头疼，宝妈们有什么好的办法吗？,治疗方法,5
内痔中期需要手术吗？不手术如应如何治疗？,其他,12
妇科尿道炎是怎么引起的,病因,1
肚子的小红点,临床表现(病症表现),3
膀胱癌从血尿开始到确定癌，能否做到早期发现,临床表现(病症表现),3
拉肚子对肚子里的宝宝有影响吗,治疗方法,5
内分泌吃什么药好，内分泌药哪种见效快啊，内分泌失调，要吃什么呢？,其他,12
我才发现自己得了尖锐湿疣，现在都两个多月了，不疼不痒，也没有作风问题，我是怎样得的？应该怎么治疗？,治疗方法,5
大便出血，以为是痔疮，常吃辣和喝烈酒，检查说是肛瘘引起出血，是什么原因导致的？如何治疗？,其他,12
您好小儿史-约综合征有什么一并发生,相关病症,4
下肢深静脉血栓形成治疗时间长吗,治疗时间,11
想睡觉老是睡不着，头脑感觉很清醒，这样的情况已经好几个月了。,临床表现(病症表现),3
脑血栓，但现在已出院，医生建议回家修养，但是现在每天只吃一点点饭，几勺，在医院会输营养液，却拉大便，这是怎么回事,临床表现(病症表现),3
大阴唇内侧不光滑有肉粒很密集，为什么？长了一个不知道什么东西但是上边也有肉粒很像尖锐湿疣，是不是？,其他,12
请教一下如何理解克里米亚-刚果出血热有什么定义？,定义,0
湿疣治疗中会不会再长我正在治疗湿疣但是还是感觉很痒是怎么回事现在在治疗一层层掉皮那种但是还是不断有新的长出来是为什么,相关病症,4
怀孕七个月肚子抽筋痛是什么原因啊，请问是不是宫缩的症状啊，该怎么缓解？,治疗方法,5
幼儿园开学准备些什么呢？需要给孩子交代那些才能让孩子好好学习呢？,其他,12
胸口下方，胃的上部位，老感觉有什么东西压着，气短是怎么回事？,临床表现(病症表现),3
二水焦磷酸钙结晶沉积症如何体检？,化验/体检方案,10
复方丹参片专门用于治疗什么症状的，适应什么人群，如何服用，有什么禁忌没,其他,12
病毒性感冒，一天到晚老是喊热，怎么了，这么冷的天，老是热,临床表现(病症表现),3
孩子口腔上检查见大小约5.8*1.6的混合回声团，团快内可见多个0.3-0.4的强回声，余为低中回声，距体表约0.6，团快内雪流信号教丰富，是不是血管瘤，如果是血管瘤的话，内蒙古婴儿口腔有血管瘤能治不？,治愈率,8
支气管炎的食疗配方有什么?,禁忌,9
我妹今天去医院做了心电图，检查出窦性心动过缓，在高中时候我们学过电生理，我想问一下窦性心动过缓和传导阻滞有关吗？,相关病症,4
请问月经后有出血需要刮宫诊断吗？,其他,12
请问颈部脊髓损伤症状表现是什么,临床表现(病症表现),3
阜阳专业治癫痫的医院？？我孩子最近总是出现突然发呆的症状，去医院检查说可能是癫痫，请问癫痫病要如何治疗，会花多少钱？,其他,12
失眠吃什么有助于睡眠？刚生完宝宝老是失眠是正常的吗？,治疗方法,5
你好我离婚后精神状况越来越差了一直都有吃医生的抗抑郁药能和...,其他,12
甲钴胺片可以治疗啥样的病的呢，甲钴胺的治疗效果怎么样的啊,其他,12
前几天我父亲因为急性心肌梗塞住院了。但是送医院有点晚了情况不是太好。我想咨询一下急性心肌梗塞抢救原则是什么？,治疗方法,5
吐奶！急急急,治疗方法,5
你好，尿频是怎么回事？你好，尿频是怎么回事？,病因,1
大便前后有血，滴下鲜红的血，不痛，大概2、3天大便一次，大便不是很硬，是内痔吗？,相关病症,4
链球菌感染能否治好,治愈率,8
尿急一个月，输的左氧不见效，郁闷，不知道怎么办，化验尿也没事,治疗方法,5
请问做完宫颈手术后需要做短波和灌肠吗？,治疗方法,5
两岁宝宝拉水便，吃蒙脱石散就好，停药就拉,临床表现(病症表现),3
小儿颅内出血有什么饮食禁忌吗？,禁忌,9
2个月宝宝大便像臭鸡蛋臭,相关病症,4
心绞痛可以运动吗,禁忌,9
吃两百片安定片多久才会死？,其他,12
请问小儿脊髓肿瘤症状表现是什么,临床表现(病症表现),3
24岁。左腿经常出现麻痹现象，还有些外涨的感觉，有时酒后也会出现这种情况。大概2周一次。没去医院检查过。,其他,12
怎么做可以防止分泌性中耳炎,预防,2
大夫：您好！我这几天颈部不舒服，头向左边转就好像有一根筋会痛，痛到脑部。不知什么原因？,病因,1
直肠癌手术会不会切除肛门？好担心不知该怎么办？,其他,12
来月经能不能去检查?,其他,12
小孩大便拉不出来,病因,1
怎么治疗病毒性脑炎,治疗方法,5
"我家孩子手腕长一个血管瘤,有点危险,现在有点大了医生让她动手术.,内蒙古婴儿得了血管瘤在什么时期治疗好？",病因,1
慢阻肺患者如何安然度过冬？,治疗方法,5
请问月经期推迟一星期正常吗？,临床表现(病症表现),3
最近几天我总感觉嗓子里有东西似的，咳嗽也咳不出什么东西。呼吸困难，要大口大口地呼吸，胸闷！气短！这是怎么回事？,病因,1
请问月经不调如何治疗才能怀孕？,其他,12
前列腺结石，如何治疗,治疗方法,5
咯血如何体检,化验/体检方案,10
肛门旁边内部长了个疙瘩，用手摸会疼，是硬的，坐着的时候不舒服的感觉，请问是怎么了。？,病因,1
我想请问一下，小便后有血不痛不是月经，怎么办好呢,临床表现(病症表现),3
我妈妈63了，帮她买尼尔雌醇片，发现药店都没有，请问哪里有卖？,其他,12
四肢抽搐，翻白眼，手脚僵直，嘴吐白沫，咬舌头，2006年元月1日开始发生这种情况，像这孩子的情况是不是癫痫？,临床表现(病症表现),3
妊娠合并偏头痛是什么病,定义,0
请问子宫囊肿能手术吗？,治疗方法,5
直肠炎饮食方面有什么需要注意的吗？用不用治疗？要紧吗？,其他,12
晚上经常失眠多梦，白天没有精神的，如何改善睡眠质量,治疗方法,5
孕妇脱肛了怎么办,治疗方法,5
"20年的肠溶阿司匹林怎么还会,这会是什么原因造成的呢？",病因,1
闭锁肺综合征看啥科呢,所属科室,6
脸部长了像痱子的东西,临床表现(病症表现),3
小便刺痛去年有过现在又复发了请问是怎么回事呢,临床表现(病症表现),3
肛门右前就有软软的肉球的东西。想咨询是否是早期外痔？,相关病症,4
变异性哮喘是怎么回事?,定义,0
吃腰息痛胶囊不让吃什么,禁忌,9
如何绕开急性胃扩张,预防,2
脑梗塞急性发作期要怎么治疗？,治疗方法,5
可以到哪那些科室就诊肺动脉狭窄？,所属科室,6
什么是间质性肺炎,定义,0
肛门口翻出来，里面有硬块。是什么？怎么回事？,其他,12
早晨起床恶心,临床表现(病症表现),3
感觉就像是塑胶做的一样，是不是假的，我现在不敢吃了，那壳用开水煮都不会化，吃到胃里能消化吗？,其他,12
胃涨不消化怎么办,治疗方法,5
肾脓肿痊愈几率,治愈率,8
面瘫吃什么好？,其他,12
血管瘤多个血管瘤可同时做手术吗？右手臂还有几个小的1厘米大小的海绵长的血管瘤，内蒙古婴儿长了海绵状的血管瘤怎样治疗？,治疗方法,5
你好，我想问下糖尿病可不可以用杜密克可以治疗便秘吗？一个疗程大概多久呢,其他,12
三次大便带血，上网调查好像是内痔疮症状，吃药能治疗吗？,治疗方法,5
昨天割腕，血止住了，就是不能活动太大，活动太大就会流血，做了基本包扎，还需要去医院吗,临床表现(病症表现),3
心脏神经官能症是心脏病吗,定义,0
我想知道得了间质性肺炎可以活多久?,其他,12
手术后排便有包是怎么了？严重吗,其他,12
如果得了小儿慢性良性中性粒细胞减少症能否治好,治愈率,8
咋样防范丘疹坏死性结核疹,预防,2
乳腺癌妊娠期可以采用内分泌治疗么,治疗方法,5
心绞痛会哽气吗,临床表现(病症表现),3
我男朋友小便有点刺痛，还有尿不尽，是怎么了?是怎么了?,临床表现(病症表现),3
治疗男性尿道炎的药,治疗方法,5
一岁宝宝吃什么鱼肝油好呢？其他妈妈都给宝宝吃哪个牌子的鱼肝油？,其他,12
我有先天性气管炎，经常会出现咳嗽，咳痰，呼吸无力，吃药也治不好，总是反反复复的，想去医院做一个支气管扩张手术，先天性支气管扩张后果？,治愈率,8
感冒久了，检查病毒性感染影响血液,其他,12
前列腺结石是怎么形成的请知道的医生说一下，谢谢,病因,1
打屁时肛门带湿气，大便急有三四个月了，医生看了没内痔，请问怎么回事？,病因,1
肛门长痔疮，用什么药好？,治疗方法,5
患有高血压，失眠，吃清脑降压片可以吗？用量是多少？有不良反应嗎？,病因,1
9个月大的女宝宝，肚脐眼上有一小块血管瘤，小指甲盖大小.从出生的时候就有，到现在跟出生的时候大小一样，想问下怎么治疗来的彻底，内蒙古婴儿肚脐眼血管瘤能治不？,治愈率,8
你好！我不想吃马来酸依那普利片，请问医生能换药吗？？,治疗方法,5
晚上睡觉心悸怎么办,治疗方法,5
急性心肌梗死病人饮食安排,禁忌,9
甘油三脂是什么原因？,病因,1
宝宝得了轮状病毒性肠炎！,治疗方法,5
以前安医生的处方服用过安特尔有明显的效果，现在怎么能买到安特尔。,其他,12
我一到了夏季就开始咳嗽，以前还会咳出血，这是为什么,病因,1
跟骨骨刺综合征做啥检查,化验/体检方案,10
问一下胸骨裂要检查啥项目？,化验/体检方案,10
我的叔叔得了心房颤动，我陪他去过医院，医生对他进行听诊，说他的听诊有问题，请问心房颤动的听诊特点是什么？,临床表现(病症表现),3
我妈妈今天一次吃了一瓶速效救心丸，有没有什么危害,禁忌,9
之前洗澡发现大阴唇长了一个黄豆大小的包不痛不痒，然后我感觉周围好像有一些细小颗粒我是不是得了尖锐湿疣啊?,临床表现(病症表现),3
打耳洞了，现在有点痒，能不能擦碘伏,其他,12
34天儿童黄疸,治疗方法,5
拿碘伏一直消毒的了，感觉不太管事,其他,12
阴茎短小可以增大吗？,其他,12
86天宝宝3天不大便怎么办？吃母乳,治疗方法,5
突然心率不齐，症状一秒的时候脚开始发热到头顶，当时的感觉就好像停止一切呼吸。,其他,12
宝宝刚出生三天.现有大量呕血和大便带鲜红血液,相关病症,4
脑萎缩是怎么回事？,病因,1
吃了一点点风油精，又用水漱了口,其他,12
脊椎外伤怎么办,治疗方法,5
宝宝6天没有大便,病因,1
心绞痛吃什么水果,治疗方法,5
怎么办上课睡觉，她不爱说话特别内向,临床表现(病症表现),3
右肾肾癌。根治性手术。肾门附近有一淋巴结靠近血管无法清除肺部怀疑有转移,临床表现(病症表现),3
问一下先天性胆管囊状扩张属于什么科,所属科室,6
请问亚急性硬膜外血肿症状表现是什么,临床表现(病症表现),3
请问得了骨外软骨肉瘤看啥科呢,所属科室,6
9个月宝宝拉肚子，一天拉了十多次，有一点咳嗽和流清涕,临床表现(病症表现),3
对于肺气肿、痰多这样的情况，要怎么做才祛除病根。,治疗方法,5
小便有刺痛感，怎么回事,病因,1
肛瘘需要什么药物治疗,治疗方法,5
请问月经后10天突然阴道有一点血是什么问题？,临床表现(病症表现),3
八个月的宝宝夏季拉肚子怎么办,治疗方法,5
请问脑发育不全性脑积水症状是什么,临床表现(病症表现),3
肛瘘痔疮，红肿痛，大便稀，如何治疗？,治疗方法,5
小儿癫痫发作诱发失语综合征要做哪些检查,化验/体检方案,10
高血压脑梗赛会不会留下病根？,预防,2
老年人脑血管瘤怎么治疗最好,治疗方法,5
先是感冒，然后头痛，感冒好了还头痛，有高血压，CT显示无明显异常,临床表现(病症表现),3
医生，你好，我想了解一下，如果是脑动脉硬化的话，服用脑得生片的话，可以的嘛？,其他,12
家里老人前列腺肥大尿血了怎么办,治疗方法,5
肛门里面长了个小肉球，大便时微微疼，带点点血。大概有两三个月。平时排便一天一次。,定义,0
请问月经时早时晚有问题吗？,其他,12
请教一下新生儿呼吸暂停会传给老人吗,传染性,7
儿童抽动症如何诊断？,临床表现(病症表现),3
如何做躲开毛细血管扩张性共济失调综合征,预防,2
打扰问一下小儿先天性主动脉瓣狭窄能感染到其他人吗,传染性,7
哪些人群是癌症的高危人群,预防,2
你好！波立维有没规定在是饭前吃还是饭后吃，对于治疗不稳定性心绞痛或非Q波心肌梗死)患者的量是怎么样的？,其他,12
抑郁是什么病？,定义,0
排尿不畅咋办啊,治疗方法,5
血栓通胶囊是不是可以治高血糖呢？还是吃降糖药啊？,其他,12
二十的男生身高不高，怎么能长高？全新GRT生物干预技术怎么样？,其他,12
脑性瘫痪综合征可以怎么预防,预防,2
我想咨询一下，我的手掌和手指都脱皮了，是不是缺少了什么维生素之类的呢？,病因,1
高血压跟胃溃疡吃什么维生素,治疗方法,5
更年期有什么症状:不知该用么法啊！服用什么药物呢？多久可以恢复健康呢？,其他,12
我这几天不知道为什么老是睡不着，可是我都没有紧张也没有想什么的。是不是孕晚期都这样呢？,临床表现(病症表现),3
便血做什么检查？青岛治便血医院哪家好？,其他,12
抑郁症第三次复发,治疗方法,5
吃治疗痔疮的药会影响月经吗？会影响怀孕吗？,其他,12
法洛四联症，肺动脉狭窄，,临床表现(病症表现),3
宝宝消化不良拉肚子怎么办啊？,治疗方法,5
我因患急性肺炎打青霉素，同女友做爱后，现在性功能减退了，如何治疗为好？,其他,12
你好！波立维有没规定在是饭前吃还是饭后吃，对于治疗不稳定性心绞痛或非Q波心肌梗死)患者的量是怎么样的？,其他,12
请问下这是单纯的白带还是白带精液混合斑,定义,0
孩子一出生就腹泻，,临床表现(病症表现),3
宝宝最近拉肚子该怎么办？,治疗方法,5
请问左边小阴唇痛到底是怎么回事？,病因,1
问一下蔗尘肺化验什么啊,化验/体检方案,10
心包填塞是什么病？,定义,0
月经50天没来什么原因停经？,临床表现(病症表现),3
请问得了急性单纯性胃炎有什么伴随发生,相关病症,4
背部长有斑块，右侧85％，诊断是血管瘤，您那可以手术治疗吗？内蒙古婴儿背部血管瘤怎么治能好？,治疗方法,5
请问怎么知道月经不调的怀孕情况？,其他,12
患有胸膜炎并在出现了咳嗽的现象应该怎么办？,临床表现(病症表现),3
临界高血压该怎样调理？,治疗方法,5
肾宝片这种药会引发心脏病要是有一些药能让我马上好就好,治疗方法,5
直肠癌手术前后饮食上应该注意什么,其他,12
最近失眠，做爱也来得很快，想问下有什么比较好的药？,其他,12
这几天总是感觉胸闷，去去街里人多的时候都感觉提不上来气，就去检查了，医生说我是心包积液，想问心包积液的症状是什么？,临床表现(病症表现),3
吃了鱼肝油结肠，是怎么回事,病因,1
10个月的宝宝一天拉四五次大便是怎么回事,病因,1
起初是：脖子无力，右手无力举不起来，现在呼吸困难，话都说不出来了。,临床表现(病症表现),3
蹲不下起起不来膝关节肿痛是否可以治疗该问题啊？该如何啊,治疗方法,5
病毒性心肌炎的小儿生活上要注意什么？,禁忌,9
有外阴硬化性苔癣，用了华西的药膏，怀孕了，孩子能要不,其他,12
病人去年十一月份得了重度烟雾正脑血栓正在药物治疗中，今年六月二十号又得了重度心肌梗塞，医院检查结果是心梗三分之二面积已经堵塞，今天做的心脏造影大夫说没有办法在做心脏支架手术，大夫建议做开胸搭桥手术，现在我们不是很明白，我们想咨询一下，现在这种症状是否还有必要在做开胸手术,治愈率,8
外痔，买了马应龙痔疮膏和复方双金痔疮膏.涂后没感觉，正常吗？多涂几天会好吗？,其他,12
不定时发生，胸口中间噎着的感觉，不疼也不呼吸困难，症状持续三四年左右,相关病症,4
怀孕六个月晚上睡不着怎么办？最近不知怎么回事晚上老是睡不着，好担心影响胎儿呢,治疗方法,5
问一下抗利尿激素分泌异常综合征做啥体检呢？,化验/体检方案,10
尖锐湿疣在尿道口及阴茎周围，冷冻治疗几次了还是复发，而且越来越严重。,临床表现(病症表现),3
我想请问一下，小便排尿痛用什么东西堵塞复发一次,其他,12
发烧，有点尿频，月经推迟好久,临床表现(病症表现),3
我因常饮酒痔疮发了几次，最近一月有脱肛现象，肛粘膜疑破坏伴有便血事后要用手辅助才能归位。请问怎么回事怎么治疗，谢谢！,病因,1
乙状结肠和直肠炎充血水肿，求好的治疗方子,治疗方法,5
高血压的早期症状表现有？,病因,1
我的血糖是餐后6.6可以和吗？要注意什么呀？有副作用吗？,其他,12
经常喝酒长期咳嗽吃药也不见好,临床表现(病症表现),3
右眼里面东西都是好的，就是看不见，孩子眼角上长有血管瘤，右眼就看不见，内蒙古婴儿长有血管瘤去医院挂什么科？,所属科室,6
右上脑偶尔在吃饭或是在刷牙时有几秒钟象针扎电击般的灼痛感，用上药就好点，不用药就厉害。前两月开始。可能是摔倒而致。,其他,12
现在有不少癫痫患者长期服药却仍然不能控制发作。癫痫长期不能控制的原因很多，那么这些患者癫痫发作长期不能控制的原因有：,病因,1
连续咳嗽，有痰吐不出，现在连续咳嗽有半年了，拍片也没问题血液也没问题，,病因,1
睡觉了不咳醒了一直咳嗽,治疗方法,5
血管瘤已经康复的病人每天喝西洋参泡水可以吗？或者说要怎么喝？,禁忌,9
问一下胸长神经卡压症应该看啥医生,所属科室,6
血压差大是怎么回事？是血管堵塞严重的征兆吗？,其他,12
现在老是恶心反胃,临床表现(病症表现),3
健阳胶囊这种药患有心脏病的人可不可以吃呢，会不会有副作用,其他,12
吃同仁堂跌打丸的时候要忌什么？,禁忌,9
患有支气管扩张具体要做什么检查?,化验/体检方案,10
肛门痛是结肠癌的症状还是痔疮？结肠癌发病部位是哪里呀,其他,12
心脏畸形是怎么回事？,定义,0
女性膀胱炎咋办,治疗方法,5
大便完两滴擦屁屁有血,临床表现(病症表现),3
心包破损伤是什么病？,定义,0
流黄色粘稠鼻涕，乏力，头有点晕，烦躁，厌食不咳嗽，不恶心，,相关病症,4
哮喘难道真的治不好吗,治愈率,8
心绞痛吃了药怎么还疼,治疗方法,5
"还是不能勃起,什么药物具有治疗这个症状的疗效？",治疗方法,5
因为我会有低血糖的现象，可以喝葡萄糖吗？要怎么喝？喝的时候有什么要注意的事项吗？,其他,12
经常喝酒应酬，喜欢吃一些辛辣的东西，导致得了痔疮，但痔疮相对比较轻微一些，想要趁早给根治好，应如何治疗？,治疗方法,5
经常觉得活着很累压力很大一个人经常发呆觉得活着真累没什么意思特别晚上想割完死了算了情绪很低不想说话会把自己关房间里,其他,12
一般情况下复方丹参滴丸和阿司匹林这两个药物能不能一起服用啊？,禁忌,9
请问得了暴发性肝功能衰竭有什么并发,相关病症,4
阴茎龟头很敏感怎么办？,其他,12
我想咨询，这个药该怎么用啊？该怎么样用药？用法用量是多少？,其他,12
我有心脏病冠心病不知道能医得好,治愈率,8
几天前喝了点酒。喝的有点多。回来后我就老觉得身体不舒服，心里扑通扑通地跳。去医院检查说是急性心肌梗塞。我想知道急性心肌梗塞死亡的人多吗？,治愈率,8
你好在吗我想咨询一下关于慢性肠炎的问题,定义,0
你好，我想大概问一下啊肺气肿片怎么卖？我家离那个是去医院太远了，我不想特意跑一趟,其他,12
问一下心室静止易感人群是什么人,传染性,7
我做了个妇科直肠B超检查，但是检查之后我偶然大便会带血，看着跟月经差不多，是不是检查的时候弄破我小腹了？,其他,12
听说一个叫“华老太”还是什么的药可以有效治好痔疮？,治疗方法,5
如果得了葡萄糖-6-磷酸脱氢酶缺乏症做啥检查,化验/体检方案,10
血压于150110，五年，单独服用波依定缬沙坦分散片，未见显效果,其他,12
30天后发现孩子的嘴角红红的，鼓包，医生说没问题，只是个血管瘤，哪我想知道，内蒙古婴儿嘴角的血管瘤能治好不？,治愈率,8
老年人低血糖症挂啥科,所属科室,6
直肠肿瘤如何治疗？,治疗方法,5
86岁老人有心脏衰竭，肾衰竭，腿部深层茎脉血栓的病症，年初还得过轻微脑出血，这样老人现在，最坏的情况还有多久,治愈率,8
晚上醒后大汗淋漓有规律性的、也有严重心脏病。,治疗方法,5
请问外阴瘙痒排尿刺痛怎么回事呢？,病因,1
脑出血患者需要接受什么检查？,化验/体检方案,10
冒昧问一下创伤性口炎检查什么,化验/体检方案,10
最佳的治疗直肠炎的药物是什么啊,治疗方法,5
最近尿频怎么回事而且每次都尿得少就点点尿完后感觉下身很不舒,病因,1
男性尿道炎吃什么药比较好？,治疗方法,5
有高血压病常年服药，怎么办才好可以吃点什么呢医生,治疗方法,5
间质性肺炎晚期症状表现有哪些,临床表现(病症表现),3
你好，我的脚扭伤了，想买虎散胶囊，请问，此药在苏州吴江区的药店有卖的吗？,其他,12
吃完药就可以吃饭吗？糖尿病除了打胰岛素吃药可以吗医生谢了,其他,12
出血性直肠炎，溃疡性如何治疗？在饮食方面有需要注意的吗？,其他,12
你好医生怀孕了严重感冒怎么办,治疗方法,5
我又是拉又是吐，家里只有藿香正气软胶囊，在用药一方面有什么推荐。,治疗方法,5
肺癌的患者进行化疗有用吗,治疗方法,5
由甲亢引起眼斜转活不灵，现甲亢控制了，眼却未好转,其他,12
你好啊我想问问就是我对象现在有点尿痛的，怎么办好呢,临床表现(病症表现),3
就诊发现患尖锐湿疣，已经两个月了，期间做了两次激光和两次光动力，患处是外阴道和尿道口，有鸡冠状和豆粒状,相关病症,4
晚上老是想上厕所是怎么回事？,病因,1
您好，请问下，我从昨天开始就一直尿频尿，怎么办好呢,治疗方法,5
怀孕6个月腰疼怎办啊呢？而且坐骨神经那地方也痛的很厉害，难受啊。,治疗方法,5
我老:瓦来月经了，万以吃药吗？,治疗方法,5
急性心肌梗死有哪些症状？,临床表现(病症表现),3
变异性哮喘的临床症状是什么,临床表现(病症表现),3
请问子宫切除后腹痛怎么办？,治疗方法,5
女人尖锐湿疣能摸到，看见吗？我息肉能是尖锐湿疣吗？女人尖锐湿疣能摸到，看见吗？我息肉能是尖锐湿疣吗？,临床表现(病症表现),3
1岁宝宝得痔疮怎么办?,治疗方法,5
咳嗽鼻塞流清涕无咳痰，咽痛大汗全身酸痛新癀片和连花清瘟可以同时用吗,其他,12
之前是喉咙有痰发哑还咳嗽，大概有10天左右吃了药也不见好，去医院检查才知道是支气管炎，得了支气管炎严重吗,治愈率,8
小孩说话晚是什么原因啊？是不是智力不达标还是舌头有什么问题呢？,病因,1
尿频尿急尿不尽腰酸,临床表现(病症表现),3
我血压高七年，一直在吃替米沙坦片,其他,12
蚊虫叮咬,病因,1
怀孕三个半月吃了四片胺碘酮，对胎儿有影响吗？,禁忌,9
孕妇晚上失眠怎么办？我现在晚上基本都会失眠，好难才能睡着的。,治疗方法,5
冒昧问一下烟雾病病症是啥,临床表现(病症表现),3
如何治疗弥漫性轴索损伤,化验/体检方案,10
你好，请问我全身无力。头疼恶心，没有食欲，老出虚汗，鼻子不通气，流鼻涕,病因,1
胰岛素能不能吃金双岐，甘露消渴胶囊吗？,禁忌,9
间质性肺炎要注意什么?,禁忌,9
嗯，除了碘酒还可以用什么药恢复快啊，我现在脚都不能垂直，只能在床上，一下去脚都痛的受不了，什么情况啊,病因,1
我老公一生气就心脏那个位置痛，也不能深呼吸，深呼吸也痛。平时不痛,病因,1
孩子肚脐上长的血管瘤，是混合型的，发病不到两个月，没去医院看过，但是咨询过这方面的问题，内蒙古婴儿肚脐上的血管瘤能治不？,治愈率,8
八个月宝宝不爱吃饭,病因,1
孕妇失眠多梦是什么原因啊，好像也没有太大的压力啊，那该怎么办呢？,病因,1
宝宝黄疸照射兰光后反弹,相关病症,4
经期可以烫染头发吗？？？？,其他,12
阴道口长了两个黄豆大小肉芽，医生说是尖锐湿疣，请问有什么有效的方法治疗，,治疗方法,5
请教一下孤独症谱系障碍有什么并发症,相关病症,4
法洛四联症治疗需要几次手术？,治疗方法,5
交感神经链综合征要做哪些检查,化验/体检方案,10
大肠癌有什么并发症,相关病症,4
做月子胃痛会得月子病吗,定义,0
心脏病跟高温天气有关系吗？,病因,1
我得了尖锐湿疣，可是我怕会传染给我孩子，1岁半，我想问问我平时该注意些什么？,预防,2
混合痔疮是怎么样子的？,相关病症,4
问一下先天性多发性关节挛缩症有什么并发症,相关病症,4
冒昧问一下急进性肾炎我会染上吗,传染性,7
拉肚子绿色便便,治疗方法,5
做的四维检查医生说胎儿肺动脉主干内径较主动脉内径略窄会有什么问题,治疗方法,5
慢性支气管炎的症状有哪些,临床表现(病症表现),3
怀孕八个月的准妈妈失眠白天晚上都睡不着，怎么办好呢？大家都这样吗？,治疗方法,5
宝宝5个月，为什么吃母奶会消化不良？每天好多便便,临床表现(病症表现),3
